5915447,25e,9:53pm EST (12/28/19)
6000000,25e,7:25pm EST (12/28/19)
5904257,25e,1:41pm EST (12/28/19)
5897180,25e,12:16am EST (12/28/19)
5871457,25e,2:55pm EST (12/26/19)
5925364,25e,10:36pm EST (12/24/19)
5842590,25e,11:29pm EST (12/23/19)
5777977,25e,8:34am EST (12/15/19)
5799917,25e,12:25am EST (12/15/19)
5786230,25e,8:38pm EST (12/14/19)
5881687,25e,9:18pm EST (12/10/19)
5756638,25e,5:40pm EST (12/09/19)
5749776,25e,9:40pm EST (12/06/19)
5736462,25e,1:24am EST (12/05/19)
5841607,25e,11:45pm EST (12/04/19)
5689000,25e,1:19am EST (12/02/19)
5688000,25e,11:50pm EST (11/27/19)
5719204,25e,5:40pm EST (11/27/19)
5677485,25e,1:32am EST (11/23/19)
5679438,25e,2:42pm EST (11/20/19)
5646269,25e,3:48pm EST (11/10/19)
5610957,25e,3:39pm EST (11/09/19)
5609411,25e,7:19pm EST (11/07/19)
5620640,25e,5:33pm EST (11/07/19)
5616797,25e,1:47pm EST (11/07/19)
5609454,25e,12:28am EST (11/07/19)
5566850,25e,7:35pm EST (10/30/19)
5589881,25e,8:32pm EST (10/29/19)
5588426,25e,7:29pm EST (10/29/19)
5571568,25e,5:36pm EST (10/29/19)
5560640,25e,12:06am EST (10/29/19)
5604000,25e,9:04pm EST (10/26/19)
5560926,25e,1:50pm EST (10/21/19)
5540733,25e,9:12pm EST (10/20/19)
5521340,25e,10:35pm EST (10/13/19)
5506122,25e,2:58am EST (10/12/19)
5478104,25e,9:50pm EST (10/09/19)
5400000,25e,3:35pm EST (10/07/19)
5466754,25e,1:56pm EST (10/05/19)
5478383,25e,6:58pm EST (10/04/19)
5456604,25e,7:15am EST (10/04/19)
5458125,25e,6:14pm EST (10/03/19)
5453442,25e,5:22pm EST (10/02/19)
5462600,25e,10:20pm EST (10/01/19)
5440324,25e,1:04pm EST (10/01/19)
5440780,25e,2:07pm EST (09/27/19)
5448018,25e,11:23am EST (09/27/19)
5416728,25e,3:51pm EST (09/26/19)
5473011,25e,10:07pm EST (09/25/19)
5400731,25e,10:17am EST (09/23/19)
5468346,25e,10:02am EST (09/23/19)
5395650,25e,5:33pm EST (09/21/19)
5398345,25e,7:26pm EST (09/20/19)
5365597,25e,12:51am EST (09/17/19)
5368987,25e,9:51pm EST (09/16/19)
5391725,25e,10:52am EST (09/15/19)
5345763,25e,5:33am EST (09/14/19)
5357357,25e,8:02pm EST (09/12/19)
5349057,25e,10:21pm EST (09/11/19)
5345631,25e,9:29pm EST (09/11/19)
5348597,25e,4:00pm EST (09/09/19)
5323357,25e,8:50am EST (09/08/19)
5324557,25e,11:00pm EST (09/07/19)
5294474,25e,1:50am EST (09/06/19)
5296644,25e,12:21pm EST (09/05/19)
5267097,25e,1:39pm EST (08/30/19)
5251347,25e,4:28pm EST (08/26/19)
5239581,25e,2:06pm EST (08/24/19)
5250323,25e,1:39pm EST (08/24/19)
5223029,25e,2:22pm EST (08/23/19)
5226606,25e,1:42pm EST (08/23/19)
5220203,25e,10:07pm EST (08/20/19)
5228978,25e,1:46pm EST (08/20/19)
5218226,25e,9:08pm EST (08/19/19)
5199219,25e,4:59pm EST (08/19/19)
5209997,25e,2:42am EST (08/19/19)
5199481,25e,12:12am EST (08/19/19)
5217120,25e,3:22pm EST (08/18/19)
5188606,25e,10:13pm EST (08/17/19)
5203133,25e,2:56pm EST (08/16/19)
5186623,25e,9:56pm EST (08/15/19)
5167880,25e,4:09pm EST (08/14/19)
5174000,25e,12:31pm EST (08/13/19)
5157893,25e,10:59am EST (08/12/19)
5153561,25e,6:42am EST (08/12/19)
5164610,25e,6:35pm EST (08/10/19)
5130536,25e,6:15am EST (08/07/19)
5119106,25e,3:28am EST (08/07/19)
5129997,25e,5:15am EST (08/06/19)
5097784,25e,12:49pm EST (08/04/19)
4999999,25e,2:23pm EST (08/02/19)
5185587,25e,12:55am EST (08/02/19)
5098216,25e,9:28pm EST (08/01/19)
5100000,25e,5:34pm EST (07/27/19)
5034642,25e,10:59pm EST (07/25/19)
5050458,25e,3:56pm EST (07/25/19)
5041000,25e,7:48pm EST (07/24/19)
5035899,25e,5:44pm EST (07/24/19)
5015000,25e,12:56pm EST (07/22/19)
5027397,25e,8:33pm EST (07/21/19)
