5792104,66e,11:44am EST (12/14/19)
5860000,66e,9:13am EST (12/07/19)
5748414,66e,9:40pm EST (12/04/19)
5829359,66e,10:14am EST (12/04/19)
5724156,66e,12:17am EST (12/04/19)
5708854,66e,3:03pm EST (12/01/19)
5692118,66e,7:39pm EST (11/24/19)
5647478,66e,8:06pm EST (11/18/19)
5650411,66e,6:37am EST (11/17/19)
5637547,66e,3:57pm EST (11/16/19)
5683270,66e,2:10am EST (11/03/19)
5571172,66e,5:07pm EST (10/27/19)
5580137,66e,2:11am EST (10/26/19)
5557418,66e,6:03pm EST (10/25/19)
5547673,66e,11:37pm EST (10/23/19)
5674767,66e,1:54am EST (10/22/19)
5618542,66e,1:49am EST (10/18/19)
5616933,66e,9:46am EST (10/10/19)
5438000,66e,10:42am EST (09/25/19)
5500789,66e,10:48pm EST (09/21/19)
5514000,66e,9:35pm EST (09/20/19)
5333217,66e,2:41pm EST (09/12/19)
5451710,66e,10:44am EST (09/10/19)
5447000,66e,4:20am EST (09/10/19)
5301553,66e,4:21pm EST (09/05/19)
5258097,66e,2:40pm EST (08/27/19)
5251347,66e,5:34pm EST (08/26/19)
5258097,66e,3:05pm EST (08/26/19)
5239391,66e,6:18am EST (08/23/19)
5168100,66e,8:43pm EST (08/11/19)
5151959,66e,4:28am EST (08/11/19)
5185185,66e,6:00pm EST (08/10/19)
5221034,66e,4:04pm EST (08/09/19)
5136662,66e,8:16am EST (08/09/19)
5077051,66e,6:16pm EST (08/01/19)
4970000,66e,6:17pm EST (07/29/19)
5110298,66e,2:29am EST (07/22/19)
4943812,66e,4:23pm EST (07/10/19)
5020527,66e,7:07am EST (07/07/19)
4850000,66e,2:53am EST (07/07/19)
5009467,66e,5:13pm EST (07/05/19)
5018000,66e,5:07pm EST (07/05/19)
4870000,66e,9:10pm EST (07/03/19)
4869197,66e,12:55am EST (06/30/19)
4865488,66e,12:22pm EST (06/29/19)
4839104,66e,11:53pm EST (06/23/19)
4828209,66e,12:20am EST (06/23/19)
4759502,66e,3:42pm EST (06/22/19)
4797572,66e,7:16am EST (06/19/19)
4757009,66e,12:15am EST (06/14/19)
4784347,66e,1:39am EST (06/11/19)
4741728,66e,10:18pm EST (06/10/19)
4744423,66e,5:41am EST (06/10/19)
4741506,66e,5:21pm EST (06/09/19)
4713409,66e,11:46pm EST (06/04/19)
4712167,66e,7:00am EST (06/04/19)
4708645,66e,6:13pm EST (06/03/19)
4671209,66e,3:39pm EST (05/30/19)
4659697,66e,8:34pm EST (05/29/19)
4658997,66e,2:26pm EST (05/29/19)
4690416,66e,5:15pm EST (05/28/19)
4639000,66e,6:25pm EST (05/25/19)
4624364,66e,12:15am EST (05/20/19)
4682000,66e,3:35pm EST (05/17/19)
4618267,66e,1:25pm EST (05/16/19)
4594836,66e,1:29am EST (05/15/19)
4601819,66e,9:31pm EST (05/13/19)
4562572,66e,3:26pm EST (05/11/19)
4570364,66e,8:18pm EST (05/08/19)
4550324,66e,10:56pm EST (05/07/19)
4541660,66e,6:32pm EST (05/07/19)
4513409,66e,8:59am EST (05/04/19)
4507278,66e,3:09pm EST (05/03/19)
4513154,66e,7:30am EST (05/02/19)
4513012,66e,5:19am EST (05/02/19)
4571716,66e,6:05pm EST (04/29/19)
4471488,66e,1:34am EST (04/28/19)
4463425,66e,9:26pm EST (04/23/19)
4424066,66e,9:15am EST (04/22/19)
4371485,66e,9:33am EST (04/16/19)
4430000,66e,8:00am EST (04/15/19)
4343878,66e,7:13pm EST (04/14/19)
4341060,66e,1:57am EST (04/14/19)
4315424,66e,9:54pm EST (04/10/19)
4312388,66e,9:04pm EST (04/09/19)
4318997,66e,7:48pm EST (04/08/19)
4372561,66e,9:37pm EST (04/06/19)
4268233,66e,8:49am EST (04/04/19)
4255462,66e,12:15pm EST (04/02/19)
4255172,66e,10:39pm EST (04/01/19)
4237324,66e,3:39pm EST (03/30/19)
4223952,66e,7:53pm EST (03/28/19)
4200000,66e,6:27pm EST (03/26/19)
4186136,66e,11:27pm EST (03/25/19)
4219124,66e,4:26pm EST (03/23/19)
4171427,66e,1:34pm EST (03/23/19)
4231300,66e,4:07pm EST (03/22/19)
4172167,66e,2:48am EST (03/21/19)
4134778,66e,12:23am EST (03/21/19)
4137385,66e,6:24pm EST (03/20/19)
