5898713,4e,11:46am EST (12/28/19)
5898713,4e,12:43am EST (12/28/19)
5907290,4e,10:45pm EST (12/27/19)
5885353,4e,5:57pm EST (12/25/19)
5767561,4e,9:11am EST (12/25/19)
5829977,4e,2:09am EST (12/21/19)
5808302,4e,1:17pm EST (12/20/19)
5719977,4e,10:46pm EST (12/17/19)
5886312,4e,1:38pm EST (12/17/19)
5794090,4e,1:00pm EST (12/14/19)
5903535,4e,12:16pm EST (12/14/19)
5769717,4e,5:15pm EST (12/12/19)
5795663,4e,9:40pm EST (12/10/19)
5756738,4e,6:26pm EST (12/10/19)
5745210,4e,9:38pm EST (12/08/19)
5855802,4e,6:08pm EST (12/05/19)
5748314,4e,7:42pm EST (12/04/19)
5622193,4e,2:53am EST (12/02/19)
5727190,4e,6:40pm EST (12/01/19)
5732400,4e,1:58pm EST (12/01/19)
5822000,4e,12:18pm EST (12/01/19)
5719140,4e,3:09am EST (12/01/19)
5721647,4e,2:20am EST (11/30/19)
5732537,4e,2:56pm EST (11/28/19)
5687225,4e,4:21am EST (11/28/19)
5666889,4e,12:20pm EST (11/21/19)
5659665,4e,9:04pm EST (11/20/19)
5765773,4e,8:08pm EST (11/19/19)
5651919,4e,7:48pm EST (11/18/19)
5657468,4e,11:36pm EST (11/16/19)
5632724,4e,1:14pm EST (11/16/19)
5636852,4e,11:53am EST (11/16/19)
5651956,4e,5:21am EST (11/15/19)
5708105,4e,7:43pm EST (11/14/19)
5600000,4e,5:18am EST (11/12/19)
5734411,4e,10:58pm EST (11/11/19)
5634526,4e,11:01pm EST (11/09/19)
5627972,4e,3:01pm EST (11/09/19)
5639954,4e,10:04pm EST (11/07/19)
5592782,4e,9:41pm EST (11/06/19)
5549331,4e,7:04pm EST (11/05/19)
5590442,4e,9:28pm EST (11/03/19)
5625000,4e,7:47am EST (11/03/19)
5686000,4e,9:12am EST (11/02/19)
5606333,4e,11:45am EST (11/01/19)
5575481,4e,4:03am EST (10/29/19)
5580911,4e,9:35pm EST (10/28/19)
5526175,4e,7:48am EST (10/21/19)
5522654,4e,11:08pm EST (10/19/19)
5552565,4e,9:39pm EST (10/19/19)
5511154,4e,8:57am EST (10/18/19)
5504459,4e,2:24am EST (10/16/19)
5509582,4e,7:22pm EST (10/14/19)
5502311,4e,5:20am EST (10/14/19)
5515572,4e,4:12pm EST (10/13/19)
5488018,4e,2:59pm EST (10/12/19)
5477204,4e,2:32pm EST (10/09/19)
5480711,4e,1:36am EST (10/09/19)
5485247,4e,5:45am EST (10/08/19)
5488197,4e,10:16pm EST (10/07/19)
5571364,4e,8:11pm EST (10/05/19)
5562874,4e,5:00pm EST (10/02/19)
5445169,4e,2:12pm EST (10/02/19)
5459614,4e,5:13am EST (10/02/19)
5463068,4e,5:51pm EST (09/30/19)
5417793,4e,10:25pm EST (09/25/19)
5452042,4e,3:59pm EST (09/25/19)
5474213,4e,7:58pm EST (09/16/19)
5427394,4e,6:51pm EST (09/16/19)
5345000,4e,2:24pm EST (09/16/19)
5367379,4e,12:17pm EST (09/16/19)
5400000,4e,9:35am EST (09/15/19)
5344703,4e,4:17pm EST (09/12/19)
5422644,4e,1:40pm EST (09/08/19)
5330317,4e,2:58am EST (09/08/19)
5301053,4e,3:11pm EST (09/05/19)
5310735,4e,6:34am EST (09/03/19)
5268310,4e,8:30pm EST (08/31/19)
5273697,4e,3:31am EST (08/31/19)
5305675,4e,1:05pm EST (08/28/19)
5227560,4e,6:50pm EST (08/25/19)
5333472,4e,1:39am EST (08/25/19)
5232419,4e,7:08pm EST (08/24/19)
5228839,4e,2:44pm EST (08/24/19)
5280000,4e,3:20am EST (08/24/19)
5230442,4e,11:41pm EST (08/22/19)
5200000,4e,9:56am EST (08/19/19)
5188256,4e,12:19am EST (08/18/19)
5199584,4e,2:29pm EST (08/16/19)
5177993,4e,10:16am EST (08/16/19)
5180532,4e,2:47am EST (08/16/19)
5188968,4e,5:38pm EST (08/15/19)
5165974,4e,8:15am EST (08/14/19)
5172474,4e,3:08pm EST (08/13/19)
5250000,4e,10:33pm EST (08/12/19)
5179438,4e,12:28am EST (08/10/19)
5138161,4e,10:57pm EST (08/08/19)
5127797,4e,9:34am EST (08/06/19)
5115497,4e,3:13am EST (08/06/19)
5135797,4e,1:36am EST (08/06/19)
