5799910,13e,11:59pm EST (12/19/19)
5798997,13e,11:25pm EST (12/17/19)
5751617,13e,8:36am EST (12/10/19)
5757569,13e,7:27pm EST (12/06/19)
5720325,13e,11:51pm EST (12/01/19)
5713082,13e,6:18pm EST (12/01/19)
5762188,13e,8:14pm EST (11/13/19)
5642111,13e,7:37pm EST (11/10/19)
5555555,13e,4:54pm EST (11/08/19)
5563041,13e,12:04am EST (10/31/19)
5461300,13e,4:15pm EST (10/01/19)
5421249,13e,1:07am EST (09/24/19)
5386986,13e,3:40pm EST (09/21/19)
5390139,13e,4:58pm EST (09/15/19)
5341317,13e,8:41am EST (09/10/19)
5322470,13e,11:05am EST (09/07/19)
5262381,13e,6:34am EST (08/30/19)
5224658,13e,11:30am EST (08/24/19)
5217910,13e,12:04pm EST (08/22/19)
5219636,13e,11:54am EST (08/21/19)
5173223,13e,4:28pm EST (08/12/19)
5156713,13e,6:53pm EST (08/11/19)
5149200,13e,12:26am EST (08/09/19)
5138000,13e,10:21pm EST (08/07/19)
5132000,13e,8:50pm EST (07/24/19)
5037706,13e,8:06pm EST (07/23/19)
5012110,13e,9:08pm EST (07/18/19)
5000441,13e,7:17pm EST (07/17/19)
5024286,13e,3:38pm EST (07/08/19)
4932254,13e,9:54pm EST (07/03/19)
4883670,13e,10:05am EST (06/29/19)
4852159,13e,12:47am EST (06/26/19)
4896535,13e,12:13am EST (06/26/19)
4836618,13e,10:19pm EST (06/22/19)
4789853,13e,2:30am EST (06/18/19)
4850000,13e,7:40pm EST (06/16/19)
4799038,13e,7:40pm EST (06/14/19)
4719433,13e,12:51am EST (06/14/19)
4764215,13e,5:53pm EST (05/30/19)
4625145,13e,7:10pm EST (05/21/19)
4627515,13e,11:55am EST (05/21/19)
4649564,13e,8:38pm EST (05/19/19)
4588770,13e,6:15am EST (05/14/19)
4569290,13e,1:57pm EST (05/12/19)
4565715,13e,2:34am EST (05/09/19)
4565130,13e,6:26pm EST (05/07/19)
4526721,13e,7:37pm EST (05/05/19)
4582000,13e,7:29pm EST (05/04/19)
4533445,13e,2:57pm EST (05/04/19)
4602692,13e,2:36pm EST (05/04/19)
4464273,13e,10:17pm EST (04/27/19)
4463442,13e,9:51pm EST (04/27/19)
4550704,13e,2:44pm EST (04/27/19)
4465476,13e,11:14am EST (04/27/19)
4470647,13e,1:46pm EST (04/25/19)
4432519,13e,3:23pm EST (04/23/19)
4404491,13e,3:17pm EST (04/20/19)
4471514,13e,7:35pm EST (04/19/19)
4370621,13e,10:26pm EST (04/18/19)
4354067,13e,4:45am EST (04/15/19)
4327935,13e,8:40pm EST (04/08/19)
4267159,13e,4:58pm EST (04/04/19)
4261583,13e,7:52pm EST (04/03/19)
4264128,13e,1:50pm EST (04/02/19)
4207012,13e,11:56pm EST (03/27/19)
4171077,13e,11:05am EST (03/21/19)
4094914,13e,3:34am EST (03/17/19)
4094914,13e,3:30am EST (03/17/19)
4097876,13e,7:43pm EST (03/16/19)
4075729,13e,2:16am EST (03/15/19)
4100000,13e,12:07am EST (03/12/19)
4004127,13e,7:25pm EST (03/11/19)
4073333,13e,10:19am EST (03/10/19)
3978337,13e,5:13am EST (03/04/19)
3961205,13e,4:26pm EST (03/03/19)
3942477,13e,12:24am EST (03/01/19)
3917303,13e,3:07am EST (02/27/19)
3889717,13e,5:02pm EST (02/25/19)
3888997,13e,1:12am EST (02/25/19)
3830224,13e,9:16pm EST (02/20/19)
3829042,13e,9:47pm EST (02/19/19)
3810970,13e,7:39am EST (02/18/19)
3803079,13e,5:09am EST (02/18/19)
3734885,13e,12:00pm EST (02/12/19)
3759632,13e,2:09pm EST (02/11/19)
3736824,13e,9:57pm EST (02/08/19)
3656888,13e,6:00pm EST (02/07/19)
3647348,13e,6:13am EST (02/07/19)
3535300,13e,2:43pm EST (02/01/19)
3445297,13e,2:47am EST (01/28/19)
3393250,13e,1:10am EST (01/26/19)
3315108,13e,6:13am EST (01/22/19)
3310764,13e,12:37am EST (01/22/19)
3343933,13e,10:02pm EST (01/20/19)
3278163,13e,5:17pm EST (01/19/19)
3170000,13e,11:34am EST (01/19/19)
2980000,13e,11:04am EST (01/16/19)
3100000,13e,9:20am EST (01/16/19)
3100000,13e,6:31pm EST (01/15/19)
